,losses,counter
0,2.3055901527404785,0
1,2.310194730758667,640
2,2.2895591259002686,1280
3,2.2819387912750244,1920
4,2.2858264446258545,2560
5,2.2723755836486816,3200
6,2.249687433242798,3840
7,2.185899496078491,4480
8,2.1345179080963135,5120
9,1.9576177597045898,5760
10,1.7452086210250854,6400
11,1.4091099500656128,7040
12,1.233278512954712,7680
13,1.0634337663650513,8320
14,0.9309729933738708,8960
15,0.7058427333831787,9600
16,0.6208637952804565,10240
17,0.8202902674674988,10880
18,0.9501746892929077,11520
19,0.8007417917251587,12160
20,0.576199471950531,12800
21,0.5394611358642578,13440
22,0.6149080991744995,14080
23,0.4918869733810425,14720
24,0.8455058932304382,15360
25,0.5563024282455444,16000
26,0.6727257370948792,16640
27,0.45808830857276917,17280
28,0.35899683833122253,17920
29,0.6223284602165222,18560
30,0.34423157572746277,19200
31,0.29164233803749084,19840
32,0.49943506717681885,20480
33,0.5538020133972168,21120
34,0.3001520335674286,21760
35,0.3986768424510956,22400
36,0.3515155613422394,23040
37,0.24722935259342194,23680
38,0.3654753565788269,24320
39,0.28959041833877563,24960
40,0.5183302164077759,25600
41,0.3452396094799042,26240
42,0.2693750262260437,26880
43,0.3966594636440277,27520
44,0.5204753875732422,28160
45,0.24373768270015717,28800
46,0.39849379658699036,29440
47,0.3607882857322693,30080
48,0.45489701628685,30720
49,0.48639369010925293,31360
50,0.3350731134414673,32000
51,0.4298613369464874,32640
52,0.29789599776268005,33280
53,0.2819293737411499,33920
54,0.47506895661354065,34560
55,0.21337473392486572,35200
56,0.3029443621635437,35840
57,0.35342028737068176,36480
58,0.33350974321365356,37120
59,0.28806546330451965,37760
60,0.15674224495887756,38400
61,0.2858874797821045,39040
62,0.258412629365921,39680
63,0.5969407558441162,40320
64,0.22745488584041595,40960
65,0.38310274481773376,41600
66,0.3110649287700653,42240
67,0.3360907733440399,42880
68,0.19713075459003448,43520
69,0.23203828930854797,44160
70,0.09078938513994217,44800
71,0.1303514689207077,45440
72,0.3001287877559662,46080
73,0.4158536493778229,46720
74,0.4399435222148895,47360
75,0.1721525639295578,48000
76,0.29669612646102905,48640
77,0.14441895484924316,49280
78,0.14020350575447083,49920
79,0.23590828478336334,50560
80,0.39316684007644653,51200
81,0.2646595239639282,51840
82,0.1547784060239792,52480
83,0.2961472272872925,53120
84,0.2717534303665161,53760
85,0.28910380601882935,54400
86,0.18528568744659424,55040
87,0.3882022500038147,55680
88,0.3133358657360077,56320
89,0.18303827941417694,56960
90,0.1831180453300476,57600
91,0.24779152870178223,58240
92,0.11814024299383163,58880
93,0.24104976654052734,59520
94,0.16533692181110382,60000
95,0.2693178653717041,60640
96,0.27770885825157166,61280
97,0.2758176326751709,61920
98,0.1466120481491089,62560
99,0.3009456694126129,63200
100,0.255130797624588,63840
101,0.31006625294685364,64480
102,0.11362016201019287,65120
103,0.5564393401145935,65760
104,0.18766573071479797,66400
105,0.09397773444652557,67040
106,0.225090891122818,67680
107,0.3524291217327118,68320
108,0.19168700277805328,68960
109,0.13619685173034668,69600
110,0.2369031459093094,70240
111,0.13231337070465088,70880
112,0.2005610466003418,71520
113,0.1803632527589798,72160
114,0.12057044357061386,72800
115,0.13101588189601898,73440
116,0.2656896710395813,74080
117,0.3141123056411743,74720
118,0.17242617905139923,75360
119,0.23431900143623352,76000
120,0.07456161081790924,76640
121,0.0805516391992569,77280
122,0.2798647880554199,77920
123,0.1777336746454239,78560
124,0.16624589264392853,79200
125,0.15414884686470032,79840
126,0.21821632981300354,80480
127,0.10252270102500916,81120
128,0.04384809732437134,81760
129,0.09800394624471664,82400
130,0.125657856464386,83040
131,0.2973213195800781,83680
132,0.20232738554477692,84320
133,0.12724971771240234,84960
134,0.0568663589656353,85600
135,0.14833104610443115,86240
136,0.25650566816329956,86880
137,0.05886676162481308,87520
138,0.29876407980918884,88160
139,0.14985179901123047,88800
140,0.18560324609279633,89440
141,0.2230072021484375,90080
142,0.11278299242258072,90720
143,0.06193288415670395,91360
144,0.15784956514835358,92000
145,0.25201722979545593,92640
146,0.16888348758220673,93280
147,0.16523592174053192,93920
148,0.0461527481675148,94560
149,0.25456538796424866,95200
150,0.07561124116182327,95840
151,0.0560481995344162,96480
152,0.1731320172548294,97120
153,0.11137888580560684,97760
154,0.23436389863491058,98400
155,0.18665854632854462,99040
156,0.07812321931123734,99680
157,0.05723319202661514,100320
158,0.16610153019428253,100960
159,0.1639678031206131,101600
160,0.17518089711666107,102240
161,0.26952221989631653,102880
162,0.16634398698806763,103520
163,0.09794625639915466,104160
164,0.14674150943756104,104800
165,0.2179557830095291,105440
166,0.1219087615609169,106080
167,0.06704659014940262,106720
168,0.07685398310422897,107360
169,0.07505570352077484,108000
170,0.11511266231536865,108640
171,0.13619759678840637,109280
172,0.07237345725297928,109920
173,0.09278601408004761,110560
174,0.1462269276380539,111200
175,0.11662732809782028,111840
176,0.10609743744134903,112480
177,0.2658202648162842,113120
178,0.1550876349210739,113760
179,0.2641100585460663,114400
180,0.1904006004333496,115040
181,0.11556423455476761,115680
182,0.1436522901058197,116320
183,0.17871764302253723,116960
184,0.15375807881355286,117600
185,0.10239169746637344,118240
186,0.1184716522693634,118880
187,0.0632082149386406,119520
