# IRF4-IRF4,IRF4-REL,IRF4-PAX5,IRF4-RELA,IRF4-PRDM1,IRF4-AICDA,REL-IRF4,REL-REL,REL-PAX5,REL-RELA,REL-PRDM1,REL-AICDA,PAX5-IRF4,PAX5-REL,PAX5-PAX5,PAX5-RELA,PAX5-PRDM1,PAX5-AICDA,RELA-IRF4,RELA-REL,RELA-PAX5,RELA-RELA,RELA-PRDM1,RELA-AICDA,PRDM1-IRF4,PRDM1-REL,PRDM1-PAX5,PRDM1-RELA,PRDM1-PRDM1,PRDM1-AICDA,AICDA-IRF4,AICDA-REL,AICDA-PAX5,AICDA-RELA,AICDA-PRDM1,AICDA-AICDA
1.263813625148276554e+00,-4.785175921295001938e-02,1.158374838562511956e-03,4.805367307044878730e-03,1.054670504191490138e-01,-6.946409381658967194e-03,-4.785175921295001938e-02,1.256515965603906215e+00,5.284228499953197433e-02,9.033079885367592890e-03,-9.226701617873159234e-02,5.123558776998174413e-02,1.158374838562511956e-03,5.284228499953197433e-02,1.224886501937582750e+00,3.255090751515415243e-02,-7.116509372533472155e-02,4.594780132562135272e-02,4.805367307044878730e-03,9.033079885367592890e-03,3.255090751515415243e-02,1.184027431168501954e+00,-7.299252370841126901e-03,6.660336098625829716e-04,1.054670504191490138e-01,-9.226701617873159234e-02,-7.116509372533472155e-02,-7.299252370841126901e-03,1.097573574831216980e+00,-4.835982668754999769e-02,-6.946409381658967194e-03,5.123558776998174413e-02,4.594780132562135272e-02,6.660336098625829716e-04,-4.835982668754999769e-02,9.445903222971372415e-01
1.263813625148276554e+00,-5.031419052835284234e-02,6.935788557440800139e-04,4.693860190170437777e-03,1.114875680546224129e-01,-7.769815770048683033e-03,-5.031419052835284234e-02,1.256515965603906215e+00,5.567371652072575922e-02,9.614114575678019137e-03,-9.644603393419802495e-02,5.426255930992919529e-02,6.935788557440800139e-04,5.567371652072575922e-02,1.224886501937582750e+00,3.393038538604772197e-02,-7.452204537023297826e-02,4.826530003476453556e-02,4.693860190170437777e-03,9.614114575678019137e-03,3.393038538604772197e-02,1.184027431168501954e+00,-7.283961467771154531e-03,4.983713231581837549e-04,1.114875680546224129e-01,-9.644603393419802495e-02,-7.452204537023297826e-02,-7.283961467771154531e-03,1.097573574831216980e+00,-5.107293206250734796e-02,-7.769815770048683033e-03,5.426255930992919529e-02,4.826530003476453556e-02,4.983713231581837549e-04,-5.107293206250734796e-02,9.445903222971372415e-01
1.263813625148276554e+00,-5.251074980484386756e-02,2.278485450372878763e-04,4.555036772198524896e-03,1.169313379818044951e-01,-8.558013922633132819e-03,-5.251074980484386756e-02,1.256515965603906215e+00,5.819902774231234394e-02,1.013911056395129517e-02,-1.001335664364764594e-01,5.701175234040774253e-02,2.278485450372878763e-04,5.819902774231234394e-02,1.224886501937582750e+00,3.512361062803903700e-02,-7.749706947825019121e-02,5.032274450592028742e-02,4.555036772198524896e-03,1.013911056395129517e-02,3.512361062803903700e-02,1.184027431168501954e+00,-7.229826161057095572e-03,3.183898022825379067e-04,1.169313379818044951e-01,-1.001335664364764594e-01,-7.749706947825019121e-02,-7.229826161057095572e-03,1.097573574831216980e+00,-5.353670607066460252e-02,-8.558013922633132819e-03,5.701175234040774253e-02,5.032274450592028742e-02,3.183898022825379067e-04,-5.353670607066460252e-02,9.445903222971372415e-01
1.263813625148276554e+00,-5.446913224384049290e-02,-2.292703157717197585e-04,4.397865167638957337e-03,1.218496002205790851e-01,-9.306835626137738293e-03,-5.446913224384049290e-02,1.256515965603906215e+00,6.044890510018877811e-02,1.061240694538602425e-02,-1.033907500869638563e-01,5.950690561566940318e-02,-2.292703157717197585e-04,6.044890510018877811e-02,1.224886501937582750e+00,3.615561753994154387e-02,-8.013543236465699160e-02,5.214863552989240647e-02,4.397865167638957337e-03,1.061240694538602425e-02,3.615561753994154387e-02,1.184027431168501954e+00,-7.147107107053334712e-03,1.308306706114335100e-04,1.218496002205790851e-01,-1.033907500869638563e-01,-8.013543236465699160e-02,-7.147107107053334712e-03,1.097573574831216980e+00,-5.577459074505572434e-02,-9.306835626137738293e-03,5.950690561566940318e-02,5.214863552989240647e-02,1.308306706114335100e-04,-5.577459074505572434e-02,9.445903222971372415e-01
1.263813625148276554e+00,-5.621433174942507688e-02,-6.709162863280352003e-04,4.229393641859303249e-03,1.262898504079837114e-01,-1.001377771945524686e-02,-5.621433174942507688e-02,1.256515965603906215e+00,6.245156436826868745e-02,1.103833899477607919e-02,-1.062705122704487859e-01,6.177022474115313050e-02,-6.709162863280352003e-04,6.245156436826868745e-02,1.224886501937582750e+00,3.704820020875222025e-02,-8.247668824574551361e-02,5.376861168011642239e-02,4.229393641859303249e-03,1.103833899477607919e-02,3.704820020875222025e-02,1.184027431168501954e+00,-7.043945267655609722e-03,-6.036661589480735380e-05,1.262898504079837114e-01,-1.062705122704487859e-01,-8.247668824574551361e-02,-7.043945267655609722e-03,1.097573574831216980e+00,-5.780771889385688533e-02,-1.001377771945524686e-02,6.177022474115313050e-02,5.376861168011642239e-02,-6.036661589480735380e-05,-5.780771889385688533e-02,9.445903222971372415e-01
1.263813625148276554e+00,-5.776887529252369008e-02,-1.092352225771080643e-03,4.055105526843906863e-03,1.302959335656435069e-01,-1.067764206703280573e-02,-5.776887529252369008e-02,1.256515965603906215e+00,6.423277896864827696e-02,1.142111215643079256e-02,-1.088187836412503606e-01,6.382234318548632435e-02,-1.092352225771080643e-03,6.423277896864827696e-02,1.224886501937582750e+00,3.782028494937093865e-02,-8.455546514515689671e-02,5.520565926962306413e-02,4.055105526843906863e-03,1.142111215643079256e-02,3.782028494937093865e-02,1.184027431168501954e+00,-6.926774052185294406e-03,-2.519810554720541677e-04,1.302959335656435069e-01,-1.088187836412503606e-01,-8.455546514515689671e-02,-6.926774052185294406e-03,1.097573574831216980e+00,-5.965516227818690176e-02,-1.067764206703280573e-02,6.382234318548632435e-02,5.520565926962306413e-02,-2.519810554720541677e-04,-5.965516227818690176e-02,9.445903222971372415e-01
1.263813625148276554e+00,-5.915304055707421710e-02,-1.490504076654349669e-03,3.879215484134175551e-03,1.339081850682762032e-01,-1.129823797711730117e-02,-5.915304055707421710e-02,1.256515965603906215e+00,6.581596833572689320e-02,1.176472334499173086e-02,-1.110755115824821893e-01,6.568233159526597198e-02,-1.490504076654349669e-03,6.581596833572689320e-02,1.224886501937582750e+00,3.848827545730842958e-02,-8.640213096167022322e-02,5.648033001618493060e-02,3.879215484134175551e-03,1.176472334499173086e-02,3.848827545730842958e-02,1.184027431168501954e+00,-6.800651645941045882e-03,-4.414247751734333034e-04,1.339081850682762032e-01,-1.110755115824821893e-01,-8.640213096167022322e-02,-6.800651645941045882e-03,1.097573574831216980e+00,-6.133414940710880947e-02,-1.129823797711730117e-02,6.568233159526597198e-02,5.648033001618493060e-02,-4.414247751734333034e-04,-6.133414940710880947e-02,9.445903222971372415e-01
1.263813625148276554e+00,-6.038505797130952479e-02,-1.863584373080969924e-03,3.704915146379551740e-03,1.371636025604344444e-01,-1.187613845942171037e-02,-6.038505797130952479e-02,1.256515965603906215e+00,6.722232355385472646e-02,1.207291569659890880e-02,-1.130755108956267851e-01,6.736774057833765095e-02,-1.863584373080969924e-03,6.722232355385472646e-02,1.224886501937582750e+00,3.906636717167250722e-02,-8.804335992162656832e-02,5.761095751576267993e-02,3.704915146379551740e-03,1.207291569659890880e-02,3.906636717167250722e-02,1.184027431168501954e+00,-6.669529296465753418e-03,-6.266601211522591442e-04,1.371636025604344444e-01,-1.130755108956267851e-01,-8.804335992162656832e-02,-6.669529296465753418e-03,1.097573574831216980e+00,-6.286025718277210572e-02,-1.187613845942171037e-02,6.736774057833765095e-02,5.761095751576267993e-02,-6.266601211522591442e-04,-6.286025718277210572e-02,9.445903222971372415e-01
1.263813625148276554e+00,-6.148129797798387863e-02,-2.210787392636172789e-03,3.534575628540352881e-03,1.400960365961430310e-01,-1.241248231310733419e-02,-6.148129797798387863e-02,1.256515965603906215e+00,6.847095410939441074e-02,1.234915661382222918e-02,-1.148491806699953321e-01,6.889466575429388506e-02,-2.210787392636172789e-03,6.847095410939441074e-02,1.224886501937582750e+00,3.956682991509626740e-02,-8.950261594159444889e-02,5.861386655401709667e-02,3.534575628540352881e-03,1.234915661382222918e-02,3.956682991509626740e-02,1.184027431168501954e+00,-6.536468107667181733e-03,-8.061217046660207677e-04,1.400960365961430310e-01,-1.148491806699953321e-01,-8.950261594159444889e-02,-6.536468107667181733e-03,1.097573574831216980e+00,-6.424758002188217521e-02,-1.241248231310733419e-02,6.889466575429388506e-02,5.861386655401709667e-02,-8.061217046660207677e-04,-6.424758002188217521e-02,9.445903222971372415e-01
1.263813625148276554e+00,-6.245644426169131430e-02,-2.532044219906506421e-03,3.369913660656255385e-03,1.427363908864685560e-01,-1.290881481268664650e-02,-6.245644426169131430e-02,1.256515965603906215e+00,6.957904445002434379e-02,1.259663171413350630e-02,-1.164231106610675859e-01,7.027782671661771119e-02,-2.532044219906506421e-03,6.957904445002434379e-02,1.224886501937582750e+00,4.000025951685712983e-02,-9.080056643723502519e-02,5.950357145621329447e-02,3.369913660656255385e-03,1.259663171413350630e-02,4.000025951685712983e-02,1.184027431168501954e+00,-6.403814357277609268e-03,-9.786448616444654979e-04,1.427363908864685560e-01,-1.164231106610675859e-01,-9.080056643723502519e-02,-6.403814357277609268e-03,1.097573574831216980e+00,-6.550887953574627276e-02,-1.290881481268664650e-02,7.027782671661771119e-02,5.950357145621329447e-02,-9.786448616444654979e-04,-6.550887953574627276e-02,9.445903222971372415e-01
1.263813625148276554e+00,-6.332365358972395775e-02,-2.827827448151516102e-03,3.212127283004238918e-03,1.451128254387885064e-01,-1.336696060480002668e-02,-6.332365358972395775e-02,1.256515965603906215e+00,7.056201258216945882e-02,1.281824934650562312e-02,-1.178205960515005951e-01,7.153065375725757569e-02,-2.827827448151516102e-03,7.056201258216945882e-02,1.224886501937582750e+00,4.037580011565180399e-02,-9.195543769643749199e-02,6.029296125678651475e-02,3.212127283004238918e-03,1.281824934650562312e-02,4.037580011565180399e-02,1.184027431168501954e+00,-6.273341350710014835e-03,-1.143401216480485066e-03,1.451128254387885064e-01,-1.178205960515005951e-01,-9.195543769643749199e-02,-6.273341350710014835e-03,1.097573574831216980e+00,-6.665571737918175865e-02,-1.336696060480002668e-02,7.153065375725757569e-02,6.029296125678651475e-02,-1.143401216480485066e-03,-6.665571737918175865e-02,9.445903222971372415e-01
1.263813625148276554e+00,-6.409470290517856050e-02,-3.098996681949305748e-03,3.062006239242428748e-03,1.472509577173895523e-01,-1.378892327084261030e-02,-6.409470290517856050e-02,1.256515965603906215e+00,7.143366550274356241e-02,1.301665185881692270e-02,-1.190620759268959661e-01,7.266537789922894452e-02,-3.098996681949305748e-03,7.143366550274356241e-02,1.224886501937582750e+00,4.070133938309360155e-02,-9.298332097741082714e-02,6.099347059994098680e-02,3.062006239242428748e-03,1.301665185881692270e-02,4.070133938309360155e-02,1.184027431168501954e+00,-6.146364236993202487e-03,-1.299841513016252240e-03,1.472509577173895523e-01,-1.190620759268959661e-01,-9.298332097741082714e-02,-6.146364236993202487e-03,1.097573574831216980e+00,-6.769857347704784367e-02,-1.378892327084261030e-02,7.266537789922894452e-02,6.099347059994098680e-02,-1.299841513016252240e-03,-6.769857347704784367e-02,9.445903222971372415e-01
1.263813625148276554e+00,-6.478012431600636833e-02,-3.346677342622494770e-03,2.920021448245062236e-03,1.491740583710696177e-01,-1.417680680577935309e-02,-6.478012431600636833e-02,1.256515965603906215e+00,7.220634810863074682e-02,1.319423091420643575e-02,-1.201655079736513865e-01,7.369312107325344530e-02,-3.346677342622494770e-03,7.220634810863074682e-02,1.224886501937582750e+00,4.098367915422391344e-02,-9.389843690528804077e-02,6.161523607270811415e-02,2.920021448245062236e-03,1.319423091420643575e-02,4.098367915422391344e-02,1.184027431168501954e+00,-6.023832950300726796e-03,-1.447645526526944232e-03,1.491740583710696177e-01,-1.201655079736513865e-01,-9.389843690528804077e-02,-6.023832950300726796e-03,1.097573574831216980e+00,-6.864695149959010312e-02,-1.417680680577935309e-02,7.369312107325344530e-02,6.161523607270811415e-02,-1.447645526526944232e-03,-6.864695149959010312e-02,9.445903222971372415e-01
1.263813625148276554e+00,-6.538932863731250489e-02,-3.572166483134828902e-03,2.786397253236249164e-03,1.509032391552468932e-01,-1.453275498872292661e-02,-6.538932863731250489e-02,1.256515965603906215e+00,7.289108354618549501e-02,1.335314496948644680e-02,-1.211466896451905140e-01,7.462398424837959898e-02,-3.572166483134828902e-03,7.289108354618549501e-02,1.224886501937582750e+00,4.122868400087745244e-02,-9.471336445112298053e-02,6.216723820869619888e-02,2.786397253236249164e-03,1.335314496948644680e-02,4.122868400087745244e-02,1.184027431168501954e+00,-5.906407434266902623e-03,-1.586678651851847893e-03,1.509032391552468932e-01,-1.211466896451905140e-01,-9.471336445112298053e-02,-5.906407434266902623e-03,1.097573574831216980e+00,-6.950947317587539975e-02,-1.453275498872292661e-02,7.462398424837959898e-02,6.216723820869619888e-02,-1.586678651851847893e-03,-6.950947317587539975e-02,9.445903222971372415e-01
1.263813625148276554e+00,-6.593071815772796884e-02,-3.776860376948930342e-03,2.661169545973928081e-03,1.524576314980913561e-01,-1.485890526578625796e-02,-6.593071815772796884e-02,1.256515965603906215e+00,7.349770389438181617e-02,1.349533762045240608e-02,-1.220195342261829741e-01,7.546713205490020171e-02,-3.776860376948930342e-03,7.349770389438181617e-02,1.224886501937582750e+00,4.144141021021407328e-02,-9.543923972646373155e-02,6.265742975129830195e-02,2.661169545973928081e-03,1.349533762045240608e-02,4.144141021021407328e-02,1.184027431168501954e+00,-5.794518501962340855e-03,-1.716954637693128474e-03,1.524576314980913561e-01,-1.220195342261829741e-01,-9.543923972646373155e-02,-5.794518501962340855e-03,1.097573574831216980e+00,-7.029396279990117458e-02,-1.485890526578625796e-02,7.546713205490020171e-02,6.265742975129830195e-02,-1.716954637693128474e-03,-7.029396279990117458e-02,9.445903222971372415e-01
1.263813625148276554e+00,-6.641178930921502743e-02,-3.962199557394486919e-03,2.544232344062935698e-03,1.538545547803885638e-01,-1.515735432868919701e-02,-6.641178930921502743e-02,1.256515965603906215e+00,7.403497072350230523e-02,1.362255594559767455e-02,-1.227963087589298702e-01,7.623087297715512578e-02,-3.962199557394486919e-03,7.403497072350230523e-02,1.224886501937582750e+00,4.162621748425559404e-02,-9.608592896813643314e-02,6.309285098044668805e-02,2.544232344062935698e-03,1.362255594559767455e-02,4.162621748425559404e-02,1.184027431168501954e+00,-5.688417040071477686e-03,-1.838603877480445795e-03,1.538545547803885638e-01,-1.227963087589298702e-01,-9.608592896813643314e-02,-5.688417040071477686e-03,1.097573574831216980e+00,-7.100752308868996110e-02,-1.515735432868919701e-02,7.623087297715512578e-02,6.309285098044668805e-02,-1.838603877480445795e-03,-7.100752308868996110e-02,9.445903222971372415e-01
1.263813625148276554e+00,-6.683922592095489779e-02,-4.129627759800742585e-03,2.435374956109293432e-03,1.551096738624730409e-01,-1.543013305706412291e-02,-6.683922592095489779e-02,1.256515965603906215e+00,7.451068551365207238e-02,1.373636828490579914e-02,-1.234878396091854680e-01,7.692273458847313783e-02,-4.129627759800742585e-03,7.451068551365207238e-02,1.224886501937582750e+00,4.178686549087239077e-02,-9.666217938403330601e-02,6.347973302561564501e-02,2.435374956109293432e-03,1.373636828490579914e-02,4.178686549087239077e-02,1.184027431168501954e+00,-5.588213748568360804e-03,-1.951846652217651551e-03,1.551096738624730409e-01,-1.234878396091854680e-01,-9.666217938403330601e-02,-5.588213748568360804e-03,1.097573574831216980e+00,-7.165660338899253190e-02,-1.543013305706412291e-02,7.692273458847313783e-02,6.347973302561564501e-02,-1.951846652217651551e-03,-7.165660338899253190e-02,9.445903222971372415e-01
1.263813625148276554e+00,-6.721898373140285099e-02,-4.280561871360742676e-03,2.334311495064476764e-03,1.562371457339657710e-01,-1.567918890466794835e-02,-6.721898373140285099e-02,1.256515965603906215e+00,7.493179021089212133e-02,1.383818110654026594e-02,-1.241036904834049437e-01,7.754953358531123386e-02,-4.280561871360742676e-03,7.493179021089212133e-02,1.224886501937582750e+00,4.192659719497588561e-02,-9.717575095166633425e-02,6.382359013844401963e-02,2.334311495064476764e-03,1.383818110654026594e-02,4.192659719497588561e-02,1.184027431168501954e+00,-5.493911191146851579e-03,-2.056970735078116411e-03,1.562371457339657710e-01,-1.241036904834049437e-01,-9.717575095166633425e-02,-5.493911191146851579e-03,1.097573574831216980e+00,-7.224706109332043602e-02,-1.567918890466794835e-02,7.754953358531123386e-02,6.382359013844401963e-02,-2.056970735078116411e-03,-7.224706109332043602e-02,9.445903222971372415e-01
1.263813625148276554e+00,-6.755636681860004156e-02,-4.416370538237330765e-03,2.240704186527803666e-03,1.572497554108141515e-01,-1.590637415738438074e-02,-6.755636681860004156e-02,1.256515965603906215e+00,7.530445838536629910e-02,1.392925476550775470e-02,-1.246523169211100901e-01,7.811744057954515819e-02,-4.416370538237330765e-03,7.530445838536629910e-02,1.224886501937582750e+00,4.204821069530954858e-02,-9.763353178314332359e-02,6.412930190235600902e-02,2.240704186527803666e-03,1.392925476550775470e-02,4.204821069530954858e-02,1.184027431168501954e+00,-5.405429596415302351e-03,-2.154312800150535480e-03,1.572497554108141515e-01,-1.246523169211100901e-01,-9.763353178314332359e-02,-5.405429596415302351e-03,1.097573574831216980e+00,-7.278421701208223626e-02,-1.590637415738438074e-02,7.811744057954515819e-02,6.412930190235600902e-02,-2.154312800150535480e-03,-7.278421701208223626e-02,9.445903222971372415e-01
