# IRF4-IRF4,IRF4-REL,IRF4-PAX5,IRF4-RELA,IRF4-PRDM1,IRF4-AICDA,REL-IRF4,REL-REL,REL-PAX5,REL-RELA,REL-PRDM1,REL-AICDA,PAX5-IRF4,PAX5-REL,PAX5-PAX5,PAX5-RELA,PAX5-PRDM1,PAX5-AICDA,RELA-IRF4,RELA-REL,RELA-PAX5,RELA-RELA,RELA-PRDM1,RELA-AICDA,PRDM1-IRF4,PRDM1-REL,PRDM1-PAX5,PRDM1-RELA,PRDM1-PRDM1,PRDM1-AICDA,AICDA-IRF4,AICDA-REL,AICDA-PAX5,AICDA-RELA,AICDA-PRDM1,AICDA-AICDA
1.263813625148276554e+00,-7.007039313930928104e-02,-5.459904966581952297e-03,1.340516796331711873e-03,1.653685169301197799e-01,-1.792315269749662418e-02,-7.007039313930928104e-02,1.256515965603906215e+00,7.796589662976281809e-02,1.463950896586537799e-02,-1.288600832568455035e-01,8.305596438363613276e-02,-5.459904966581952297e-03,7.796589662976281809e-02,1.224886501937582750e+00,4.285094521382168398e-02,-1.011381602995325979e-01,6.645095553110062780e-02,1.340516796331711873e-03,1.463950896586537799e-02,4.285094521382168398e-02,1.184027431168501954e+00,-4.474376511397560111e-03,-3.072609598481952815e-03,1.653685169301197799e-01,-1.288600832568455035e-01,-1.011381602995325979e-01,-4.474376511397560111e-03,1.097573574831216980e+00,-7.759379739529384534e-02,-1.792315269749662418e-02,8.305596438363613276e-02,6.645095553110062780e-02,-3.072609598481952815e-03,-7.759379739529384534e-02,9.445903222971372415e-01
1.263813625148276554e+00,-7.009053598724572509e-02,-5.467502786906984838e-03,1.329690218693888428e-03,1.654428193160237537e-01,-1.794540787526627615e-02,-7.009053598724572509e-02,1.256515965603906215e+00,7.798394776551942353e-02,1.464558692784007597e-02,-1.288962299711641779e-01,8.311086784252216808e-02,-5.467502786906984838e-03,7.798394776551942353e-02,1.224886501937582750e+00,4.285611369026527673e-02,-1.011677122900735831e-01,6.647098844565199616e-02,1.329690218693888428e-03,1.464558692784007597e-02,4.285611369026527673e-02,1.184027431168501954e+00,-4.461486229716067967e-03,-3.082779565604957302e-03,1.654428193160237537e-01,-1.288962299711641779e-01,-1.011677122900735831e-01,-4.461486229716067967e-03,1.097573574831216980e+00,-7.764991264532417059e-02,-1.794540787526627615e-02,8.311086784252216808e-02,6.647098844565199616e-02,-3.082779565604957302e-03,-7.764991264532417059e-02,9.445903222971372415e-01
1.263813625148276554e+00,-7.010847739605303997e-02,-5.474160363869701347e-03,1.319854321613181478e-03,1.655094066065631864e-01,-1.796558191814495026e-02,-7.010847739605303997e-02,1.256515965603906215e+00,7.799976942062021579e-02,1.465100307415354713e-02,-1.289285397055274784e-01,8.316073668857514034e-02,-5.474160363869701347e-03,7.799976942062021579e-02,1.224886501937582750e+00,4.286067161877120391e-02,-1.011940789482986824e-01,6.648893819907440716e-02,1.319854321613181478e-03,1.465100307415354713e-02,4.286067161877120391e-02,1.184027431168501954e+00,-4.449679398983679215e-03,-3.091942676427534079e-03,1.655094066065631864e-01,-1.289285397055274784e-01,-1.011940789482986824e-01,-4.449679398983679215e-03,1.097573574831216980e+00,-7.770101125076324389e-02,-1.796558191814495026e-02,8.316073668857514034e-02,6.648893819907440716e-02,-3.091942676427534079e-03,-7.770101125076324389e-02,9.445903222971372415e-01
1.263813625148276554e+00,-7.012446064516826560e-02,-5.479987659595740405e-03,1.310920533596445165e-03,1.655690777830064742e-01,-1.798387004571181183e-02,-7.012446064516826560e-02,1.256515965603906215e+00,7.801362749020104848e-02,1.465582798715964023e-02,-1.289574204198341290e-01,8.320603597673607854e-02,-5.479987659595740405e-03,7.801362749020104848e-02,1.224886501937582750e+00,4.286469233025499287e-02,-1.012176029781345216e-01,6.650502566795371551e-02,1.310920533596445165e-03,1.465582798715964023e-02,4.286469233025499287e-02,1.184027431168501954e+00,-4.438868055553655753e-03,-3.100194144964282458e-03,1.655690777830064742e-01,-1.289574204198341290e-01,-1.012176029781345216e-01,-4.438868055553655753e-03,1.097573574831216980e+00,-7.774754349147290633e-02,-1.798387004571181183e-02,8.320603597673607854e-02,6.650502566795371551e-02,-3.100194144964282458e-03,-7.774754349147290633e-02,9.445903222971372415e-01
1.263813625148276554e+00,-7.013870185978991756e-02,-5.485082352905145710e-03,1.302807901756088431e-03,1.656225494021903166e-01,-1.800044923956749254e-02,-7.013870185978991756e-02,1.256515965603906215e+00,7.802575688271191912e-02,1.466012482604957604e-02,-1.289832364805812981e-01,8.324718741247490172e-02,-5.485082352905145710e-03,7.802575688271191912e-02,1.224886501937582750e+00,4.286824012097478070e-02,-1.012385902158549067e-01,6.651944781616871138e-02,1.302807901756088431e-03,1.466012482604957604e-02,4.286824012097478070e-02,1.184027431168501954e+00,-4.428970942819776199e-03,-3.107620742145451604e-03,1.656225494021903166e-01,-1.289832364805812981e-01,-1.012385902158549067e-01,-4.428970942819776199e-03,1.097573574831216980e+00,-7.778991907667343053e-02,-1.800044923956749254e-02,8.324718741247490172e-02,6.651944781616871138e-02,-3.107620742145451604e-03,-7.778991907667343053e-02,9.445903222971372415e-01
1.263813625148276554e+00,-7.015139306662745988e-02,-5.489531146913791647e-03,1.295442482965851070e-03,1.656704640503271486e-01,-1.801547991739496993e-02,-7.015139306662745988e-02,1.256515965603906215e+00,7.803636507403263756e-02,1.466395010131502953e-02,-1.290063133614856583e-01,8.328457343821356329e-02,-5.489531146913791647e-03,7.803636507403263756e-02,1.224886501937582750e+00,4.287137139987295953e-02,-1.012573136044846583e-01,6.653238034149651370e-02,1.295442482965851070e-03,1.466395010131502953e-02,4.287137139987295953e-02,1.184027431168501954e+00,-4.419913064733191170e-03,-3.114301465159381374e-03,1.656704640503271486e-01,-1.290063133614856583e-01,-1.012573136044846583e-01,-4.419913064733191170e-03,1.097573574831216980e+00,-7.782851081302150087e-02,-1.801547991739496993e-02,8.328457343821356329e-02,6.653238034149651370e-02,-3.114301465159381374e-03,-7.782851081302150087e-02,9.445903222971372415e-01
1.263813625148276554e+00,-7.016270490399648119e-02,-5.493410946413583573e-03,1.288756775872246284e-03,1.657133979375320088e-01,-1.802910746012321638e-02,-7.016270490399648119e-02,1.256515965603906215e+00,7.804563525848177974e-02,1.466735436852437471e-02,-1.290269418300803994e-01,8.331854092927197530e-02,-5.493410946413583573e-03,7.804563525848177974e-02,1.224886501937582750e+00,4.287413568558568616e-02,-1.012740167376097594e-01,6.654398002255798583e-02,1.288756775872246284e-03,1.466735436852437471e-02,4.287413568558568616e-02,1.184027431168501954e+00,-4.411625258387602729e-03,-3.120308166210660275e-03,1.657133979375320088e-01,-1.290269418300803994e-01,-1.012740167376097594e-01,-4.411625258387602729e-03,1.097573574831216980e+00,-7.786365794005860319e-02,-1.802910746012321638e-02,8.331854092927197530e-02,6.654398002255798583e-02,-3.120308166210660275e-03,-7.786365794005860319e-02,9.445903222971372415e-01
1.263813625148276554e+00,-7.017278902536648599e-02,-5.496789916503529508e-03,1.282689192473855481e-03,1.657518677191512357e-01,-1.804146360372897717e-02,-7.017278902536648599e-02,1.256515965603906215e+00,7.805372914206688828e-02,1.467038284987871866e-02,-1.290453816776432894e-01,8.334940453722687603e-02,-5.496789916503529508e-03,7.805372914206688828e-02,1.224886501937582750e+00,4.287657647340029077e-02,-1.012889170196753924e-01,6.655438680080016933e-02,1.282689192473855481e-03,1.467038284987871866e-02,4.287657647340029077e-02,1.184027431168501954e+00,-4.404043786915429366e-03,-3.125706140919620388e-03,1.657518677191512357e-01,-1.290453816776432894e-01,-1.012889170196753924e-01,-4.404043786915429366e-03,1.097573574831216980e+00,-7.789566916327812784e-02,-1.804146360372897717e-02,8.334940453722687603e-02,6.655438680080016933e-02,-3.125706140919620388e-03,-7.789566916327812784e-02,9.445903222971372415e-01
1.263813625148276554e+00,-7.018178023107950192e-02,-5.499728433219284833e-03,1.277183567692173963e-03,1.657863366215598655e-01,-1.805266770657576111e-02,-7.018178023107950192e-02,1.256515965603906215e+00,7.806078941825726758e-02,1.467307599110971583e-02,-1.290618650432323877e-01,8.337744971484128964e-02,-5.499728433219284833e-03,7.806078941825726758e-02,1.224886501937582750e+00,4.287873198963539079e-02,-1.013022084846261495e-01,6.656372562811285754e-02,1.277183567692173963e-03,1.467307599110971583e-02,4.287873198963539079e-02,1.184027431168501954e+00,-4.397109953390871198e-03,-3.130554677113350868e-03,1.657863366215598655e-01,-1.290618650432323877e-01,-1.013022084846261495e-01,-4.397109953390871198e-03,1.097573574831216980e+00,-7.792482541229797666e-02,-1.805266770657576111e-02,8.337744971484128964e-02,6.656372562811285754e-02,-3.130554677113350868e-03,-7.792482541229797666e-02,9.445903222971372415e-01
1.263813625148276554e+00,-7.018979835905009290e-02,-5.502279936168105387e-03,1.272188705164491737e-03,1.658172199424688964e-01,-1.806282790252887807e-02,-7.018979835905009290e-02,1.256515965603906215e+00,7.806694196205495040e-02,1.467546996047616389e-02,-1.290765993768097641e-01,8.340293545336131820e-02,-5.502279936168105387e-03,7.806694196205495040e-02,1.224886501937582750e+00,4.288063584850891619e-02,-1.013140643101099470e-01,6.657210810706844228e-02,1.272188705164491737e-03,1.467546996047616389e-02,4.288063584850891619e-02,1.184027431168501954e+00,-4.390769736005260306e-03,-3.134907565153193486e-03,1.658172199424688964e-01,-1.290765993768097641e-01,-1.013140643101099470e-01,-4.390769736005260306e-03,1.097573574831216980e+00,-7.795138234911901109e-02,-1.806282790252887807e-02,8.340293545336131820e-02,6.657210810706844228e-02,-3.134907565153193486e-03,-7.795138234911901109e-02,9.445903222971372415e-01
1.263813625148276554e+00,-7.019694996178139912e-02,-5.504491692434543976e-03,1.267657957369892289e-03,1.658448899888744776e-01,-1.807204214941902920e-02,-7.019694996178139912e-02,1.256515965603906215e+00,7.807229777413382532e-02,1.467759709589892131e-02,-1.290897700813216920e-01,8.342609675995005247e-02,-5.504491692434543976e-03,7.807229777413382532e-02,1.224886501937582750e+00,4.288231762448925510e-02,-1.013246390603584901e-01,6.657963394759890130e-02,1.267657957369892289e-03,1.467759709589892131e-02,4.288231762448925510e-02,1.184027431168501954e+00,-4.384973444444977692e-03,-3.138813571233096695e-03,1.658448899888744776e-01,-1.290897700813216920e-01,-1.013246390603584901e-01,-4.384973444444977692e-03,1.097573574831216980e+00,-7.797557264917166775e-02,-1.807204214941902920e-02,8.342609675995005247e-02,6.657963394759890130e-02,-3.138813571233096695e-03,-7.797557264917166775e-02,9.445903222971372415e-01
1.263813625148276554e+00,-7.020332979394167117e-02,-5.506405480296728411e-03,1.263548838138262541e-03,1.658696805095289384e-01,-1.808039918176673408e-02,-7.020332979394167117e-02,1.256515965603906215e+00,7.807695470325820564e-02,1.467948630563569758e-02,-1.291015428690935329e-01,8.344714690030242965e-02,-5.506405480296728411e-03,7.807695470325820564e-02,1.224886501937582750e+00,4.288380335134510390e-02,-1.013340706872126462e-01,6.658639226112882115e-02,1.263548838138262541e-03,1.467948630563569758e-02,4.288380335134510390e-02,1.184027431168501954e+00,-4.379675397144309167e-03,-3.142316875286272747e-03,1.658696805095289384e-01,-1.291015428690935329e-01,-1.013340706872126462e-01,-4.379675397144309167e-03,1.097573574831216980e+00,-7.799760807578601240e-02,-1.808039918176673408e-02,8.344714690030242965e-02,6.658639226112882115e-02,-3.142316875286272747e-03,-7.799760807578601240e-02,9.445903222971372415e-01
1.263813625148276554e+00,-7.020902213200033715e-02,-5.508058200593760056e-03,1.259822665575343822e-03,1.658918906731617904e-01,-1.808797937603650804e-02,-7.020902213200033715e-02,1.256515965603906215e+00,7.808099897202828987e-02,1.468116342732734073e-02,-1.291120658639127450e-01,8.346627942903135644e-02,-5.508058200593760056e-03,7.808099897202828987e-02,1.224886501937582750e+00,4.288511595757951711e-02,-1.013424823155236743e-01,6.659246271072299939e-02,1.259822665575343822e-03,1.468116342732734073e-02,4.288511595757951711e-02,1.184027431168501954e+00,-4.374833618890662523e-03,-3.145457475271326141e-03,1.658918906731617904e-01,-1.291120658639127450e-01,-1.013424823155236743e-01,-4.374833618890662523e-03,1.097573574831216980e+00,-7.801768136684110455e-02,-1.808797937603650804e-02,8.346627942903135644e-02,6.659246271072299939e-02,-3.145457475271326141e-03,-7.801768136684110455e-02,9.445903222971372415e-01
1.263813625148276554e+00,-7.021410194498445279e-02,-5.509482422917556452e-03,1.256444233453886871e-03,1.659117886385700347e-01,-1.809485553606901206e-02,-7.021410194498445279e-02,1.256515965603906215e+00,7.808450652818967053e-02,1.468265154973980025e-02,-1.291214714766524274e-01,8.348367002820457350e-02,-5.509482422917556452e-03,7.808450652818967053e-02,1.224886501937582750e+00,4.288627564661728897e-02,-1.013499838362881267e-01,6.659791653363963948e-02,1.256444233453886871e-03,1.468265154973980025e-02,4.288627564661728897e-02,1.184027431168501954e+00,-4.370409558115285337e-03,-3.148271559687273319e-03,1.659117886385700347e-01,-1.291214714766524274e-01,-1.013499838362881267e-01,-4.370409558115285337e-03,1.097573574831216980e+00,-7.803596795064295100e-02,-1.809485553606901206e-02,8.348367002820457350e-02,6.659791653363963948e-02,-3.148271559687273319e-03,-7.803596795064295100e-02,9.445903222971372415e-01
1.263813625148276554e+00,-7.021863593325143593e-02,-5.510706873172518429e-03,1.253381509163464889e-03,1.659296147580849590e-01,-1.810109360574653492e-02,-7.021863593325143593e-02,1.256515965603906215e+00,7.808754424124718374e-02,1.468397130107256150e-02,-1.291298780791734768e-01,8.349947817242234227e-02,-5.510706873172518429e-03,7.808754424124718374e-02,1.224886501937582750e+00,4.288730022898138566e-02,-1.013566733283189497e-01,6.660281745077209492e-02,1.253381509163464889e-03,1.468397130107256150e-02,4.288730022898138566e-02,1.184027431168501954e+00,-4.366367823100581955e-03,-3.150791850200649474e-03,1.659296147580849590e-01,-1.291298780791734768e-01,-1.013566733283189497e-01,-4.366367823100581955e-03,1.097573574831216980e+00,-7.805262750652927628e-02,-1.810109360574653492e-02,8.349947817242234227e-02,6.660281745077209492e-02,-3.150791850200649474e-03,-7.805262750652927628e-02,9.445903222971372415e-01
1.263813625148276554e+00,-7.022268345025449443e-02,-5.511756868456250957e-03,1.250605356372251056e-03,1.659455844517590262e-01,-1.810675331538519339e-02,-7.022268345025449443e-02,1.256515965603906215e+00,7.809017096190561114e-02,1.468514110729971824e-02,-1.291373914984874638e-01,8.351384863703298356e-02,-5.511756868456250957e-03,7.809017096190561114e-02,1.224886501937582750e+00,4.288820541271828879e-02,-1.013626383269860681e-01,6.660722247577970101e-02,1.250605356372251056e-03,1.468514110729971824e-02,4.288820541271828879e-02,1.184027431168501954e+00,-4.362675936264577906e-03,-3.153047916267380079e-03,1.659455844517590262e-01,-1.291373914984874638e-01,-1.013626383269860681e-01,-4.362675936264577906e-03,1.097573574831216980e+00,-7.806780538428959026e-02,-1.810675331538519339e-02,8.351384863703298356e-02,6.660722247577970101e-02,-3.153047916267380079e-03,-7.806780538428959026e-02,9.445903222971372415e-01
1.263813625148276554e+00,-7.022629732057293628e-02,-5.512654704665416808e-03,1.248089280628260182e-03,1.659598907858622907e-01,-1.811188876781814547e-02,-7.022629732057293628e-02,1.256515965603906215e+00,7.809243845988934896e-02,1.468617742364871151e-02,-1.291441063507206000e-01,8.352691286446871366e-02,-5.512654704665416808e-03,7.809243845988934896e-02,1.224886501937582750e+00,4.288900505749115855e-02,-1.013679569565397315e-01,6.661118263522636251e-02,1.248089280628260182e-03,1.468617742364871151e-02,4.288900505749115855e-02,1.184027431168501954e+00,-4.359304105640550604e-03,-3.155066463604830947e-03,1.659598907858622907e-01,-1.291441063507206000e-01,-1.013679569565397315e-01,-4.359304105640550604e-03,1.097573574831216980e+00,-7.808163389520857145e-02,-1.811188876781814547e-02,8.352691286446871366e-02,6.661118263522636251e-02,-3.155066463604830947e-03,-7.808163389520857145e-02,9.445903222971372415e-01
1.263813625148276554e+00,-7.022952456596952275e-02,-5.513420001720800365e-03,1.245809196210263163e-03,1.659727067858915994e-01,-1.811654896963749498e-02,-7.022952456596952275e-02,1.256515965603906215e+00,7.809439225394348982e-02,1.468709494199791667e-02,-1.291501072322576438e-01,8.353879020222966523e-02,-5.513420001720800365e-03,7.809439225394348982e-02,1.224886501937582750e+00,4.288971139703481872e-02,-1.013726989407340018e-01,6.661474360973844433e-02,1.245809196210263163e-03,1.468709494199791667e-02,4.288971139703481872e-02,1.184027431168501954e+00,-4.356225012647217502e-03,-3.156871598321504217e-03,1.659727067858915994e-01,-1.291501072322576438e-01,-1.013726989407340018e-01,-4.356225012647217502e-03,1.097573574831216980e+00,-7.809423348637575812e-02,-1.811654896963749498e-02,8.353879020222966523e-02,6.661474360973844433e-02,-3.156871598321504217e-03,-7.809423348637575812e-02,9.445903222971372415e-01
1.263813625148276554e+00,-7.023240704989752725e-02,-5.514070010837495220e-03,1.243743212626253038e-03,1.659841875112455234e-01,-1.812077831260033509e-02,-7.023240704989752725e-02,1.256515965603906215e+00,7.809607234626506078e-02,1.468790677668618469e-02,-1.291554697835256005e-01,8.354958902473276494e-02,-5.514070010837495220e-03,7.809607234626506078e-02,1.224886501937582750e+00,4.289033523404100351e-02,-1.013769265048697910e-01,6.661794630504104531e-02,1.243743212626253038e-03,1.468790677668618469e-02,4.289033523404100351e-02,1.184027431168501954e+00,-4.353413615239153447e-03,-3.158485068449496877e-03,1.659841875112455234e-01,-1.291554697835256005e-01,-1.013769265048697910e-01,-4.353413615239153447e-03,1.097573574831216980e+00,-7.810571380884732962e-02,-1.812077831260033509e-02,8.354958902473276494e-02,6.661794630504104531e-02,-3.158485068449496877e-03,-7.810571380884732962e-02,9.445903222971372415e-01
1.263813625148276554e+00,-7.023498204969363945e-02,-5.514619887834350427e-03,1.241871439248994026e-03,1.659944719159693327e-01,-1.812461700977383364e-02,-7.023498204969363945e-02,1.256515965603906215e+00,7.809751387223266839e-02,1.468862463096799395e-02,-1.291602616391777092e-01,8.355940775006079346e-02,-5.514619887834350427e-03,7.809751387223266839e-02,1.224886501937582750e+00,4.289088611100259907e-02,-1.013806951809533424e-01,6.662082736071461841e-02,1.241871439248994026e-03,1.468862463096799395e-02,4.289088611100259907e-02,1.184027431168501954e+00,-4.350846965534423474e-03,-3.159926484551262363e-03,1.659944719159693327e-01,-1.291602616391777092e-01,-1.013806951809533424e-01,-4.350846965534423474e-03,1.097573574831216980e+00,-7.811617468928297447e-02,-1.812461700977383364e-02,8.355940775006079346e-02,6.662082736071461841e-02,-3.159926484551262363e-03,-7.811617468928297447e-02,9.445903222971372415e-01
1.263813625148276554e+00,-7.023728276464094589e-02,-5.515082936082866746e-03,1.240175806668984476e-03,1.660036845174992226e-01,-1.812810149059624829e-02,-7.023728276464094589e-02,1.256515965603906215e+00,7.809874767507807292e-02,1.468925894611739467e-02,-1.291645432769273072e-01,8.356833576158162469e-02,-5.515082936082866746e-03,7.809874767507807292e-02,1.224886501937582750e+00,4.289137246007968668e-02,-1.013840545263998416e-01,6.662341960361671533e-02,1.240175806668984476e-03,1.468925894611739467e-02,4.289137246007968668e-02,1.184027431168501954e+00,-4.348504041033161675e-03,-3.161213520991847711e-03,1.660036845174992226e-01,-1.291645432769273072e-01,-1.013840545263998416e-01,-4.348504041033161675e-03,1.097573574831216980e+00,-7.812570701380724958e-02,-1.812810149059624829e-02,8.356833576158162469e-02,6.662341960361671533e-02,-3.161213520991847711e-03,-7.812570701380724958e-02,9.445903222971372415e-01
1.263813625148276554e+00,-7.023933876715417191e-02,-5.515470822335713161e-03,1.238639903436220728e-03,1.660119368931082806e-01,-1.813126475866258178e-02,-7.023933876715417191e-02,1.256515965603906215e+00,7.809980081405443197e-02,1.468981903497605483e-02,-1.291683687759417054e-01,8.357645424344745111e-02,-5.515470822335713161e-03,7.809980081405443197e-02,1.224886501937582750e+00,4.289180173464680890e-02,-1.013870487655829655e-01,6.662575245212089270e-02,1.238639903436220728e-03,1.468981903497605483e-02,4.289180173464680890e-02,1.184027431168501954e+00,-4.346365588565477209e-03,-3.162362099382608205e-03,1.660119368931082806e-01,-1.291683687759417054e-01,-1.013870487655829655e-01,-4.346365588565477209e-03,1.097573574831216980e+00,-7.813439353204953974e-02,-1.813126475866258178e-02,8.357645424344745111e-02,6.662575245212089270e-02,-3.162362099382608205e-03,-7.813439353204953974e-02,9.445903222971372415e-01
1.263813625148276554e+00,-7.024117640351396075e-02,-5.515793768347464383e-03,1.237248826951192456e-03,1.660193290217511497e-01,-1.813413671570450122e-02,-7.024117640351396075e-02,1.256515965603906215e+00,7.810069701369065642e-02,1.469031320155561073e-02,-1.291717864945148009e-01,8.358383693811721749e-02,-5.515793768347464383e-03,7.810069701369065642e-02,1.224886501937582750e+00,4.289218052483356747e-02,-1.013897173625264020e-01,6.662785227662512688e-02,1.237248826951192456e-03,1.469031320155561073e-02,4.289218052483356747e-02,1.184027431168501954e+00,-4.344413980136659428e-03,-3.163386555615294461e-03,1.660193290217511497e-01,-1.291717864945148009e-01,-1.013897173625264020e-01,-4.344413980136659428e-03,1.097573574831216980e+00,-7.814230958859469389e-02,-1.813413671570450122e-02,8.358383693811721749e-02,6.662785227662512688e-02,-3.163386555615294461e-03,-7.814230958859469389e-02,9.445903222971372415e-01
1.263813625148276554e+00,-7.024281914984545350e-02,-5.516060720902802444e-03,1.235989047350901466e-03,1.660259504872015346e-01,-1.813674445492293591e-02,-7.024281914984545350e-02,1.256515965603906215e+00,7.810145706086328576e-02,1.469074884813801642e-02,-1.291748396756795536e-01,8.359055083326429048e-02,-5.516060720902802444e-03,7.810145706086328576e-02,1.224886501937582750e+00,4.289251465906833427e-02,-1.013920955321377521e-01,6.662974272116375940e-02,1.235989047350901466e-03,1.469074884813801642e-02,4.289251465906833427e-02,1.184027431168501954e+00,-4.342633079871559276e-03,-3.164299791817840220e-03,1.660259504872015346e-01,-1.291748396756795536e-01,-1.013920955321377521e-01,-4.342633079871559276e-03,1.097573574831216980e+00,-7.814952378841918956e-02,-1.813674445492293591e-02,8.359055083326429048e-02,6.662974272116375940e-02,-3.164299791817840220e-03,-7.814952378841918956e-02,9.445903222971372415e-01
1.263813625148276554e+00,-7.024428792838871560e-02,-5.516279502597826005e-03,1.234848283318424906e-03,1.660318815567543294e-01,-1.813911252654531320e-02,-7.024428792838871560e-02,1.256515965603906215e+00,7.810209915565573258e-02,1.469113257116875203e-02,-1.291775669884803746e-01,8.359665678472626149e-02,-5.516279502597826005e-03,7.810209915565573258e-02,1.224886501937582750e+00,4.289280929337458553e-02,-1.013942146965865210e-01,6.663144499040998814e-02,1.234848283318424906e-03,1.469113257116875203e-02,4.289280929337458553e-02,1.184027431168501954e+00,-4.341008121296352669e-03,-3.165113414476231762e-03,1.660318815567543294e-01,-1.291775669884803746e-01,-1.013942146965865210e-01,-4.341008121296352669e-03,1.097573574831216980e+00,-7.815609860229122408e-02,-1.813911252654531320e-02,8.359665678472626149e-02,6.663144499040998814e-02,-3.165113414476231762e-03,-7.815609860229122408e-02,9.445903222971372415e-01
1.263813625148276554e+00,-7.024560138853483404e-02,-5.516456945476576681e-03,1.233815388823492586e-03,1.660371941483064218e-01,-1.814126317821775775e-02,-7.024560138853483404e-02,1.256515965603906215e+00,7.810263922129943859e-02,1.469147024710419462e-02,-1.291800030117885023e-01,8.360221008151719202e-02,-5.516456945476576681e-03,7.810263922129943859e-02,1.224886501937582750e+00,4.289306898994371675e-02,-1.013961028927171243e-01,6.663297810587308356e-02,1.233815388823492586e-03,1.469147024710419462e-02,4.289306898994371675e-02,1.184027431168501954e+00,-4.339525594233430150e-03,-3.165837859882276398e-03,1.660371941483064218e-01,-1.291800030117885023e-01,-1.013961028927171243e-01,-4.339525594233430150e-03,1.097573574831216980e+00,-7.816209091756992633e-02,-1.814126317821775775e-02,8.360221008151719202e-02,6.663297810587308356e-02,-3.165837859882276398e-03,-7.816209091756992633e-02,9.445903222971372415e-01
1.263813625148276554e+00,-7.024677615659249974e-02,-5.516599009404514128e-03,1.232880249875370612e-03,1.660419526973185289e-01,-1.814321657260312484e-02,-7.024677615659249974e-02,1.256515965603906215e+00,7.810309117789134004e-02,1.469176710925468310e-02,-1.291821786667990968e-01,8.360726095834811189e-02,-5.516599009404514128e-03,7.810309117789134004e-02,1.224886501937582750e+00,4.289329778631138790e-02,-1.013977851357528159e-01,6.663435913466655980e-02,1.232880249875370612e-03,1.469176710925468310e-02,4.289329778631138790e-02,1.184027431168501954e+00,-4.338173140624158007e-03,-3.166482507984738452e-03,1.660419526973185289e-01,-1.291821786667990968e-01,-1.013977851357528159e-01,-4.338173140624158007e-03,1.097573574831216980e+00,-7.816755253934556946e-02,-1.814321657260312484e-02,8.360726095834811189e-02,6.663435913466655980e-02,-3.166482507984738452e-03,-7.816755253934556946e-02,9.445903222971372415e-01
1.263813625148276554e+00,-7.024782705780113767e-02,-5.516710886862410089e-03,1.232033690440623077e-03,1.660462149339835825e-01,-1.814499098433665705e-02,-7.024782705780113767e-02,1.256515965603906215e+00,7.810346718404927169e-02,1.469202781655741183e-02,-1.291841216036861140e-01,8.361185506058341210e-02,-5.516710886862410089e-03,7.810346718404927169e-02,1.224886501937582750e+00,4.289349925629572235e-02,-1.013992837439811473e-01,6.663560339384527742e-02,1.232033690440623077e-03,1.469202781655741183e-02,4.289349925629572235e-02,1.184027431168501954e+00,-4.336939458632313275e-03,-3.167055785642657051e-03,1.660462149339835825e-01,-1.291841216036861140e-01,-1.013992837439811473e-01,-4.336939458632313275e-03,1.097573574831216980e+00,-7.817253064641452309e-02,-1.814499098433665705e-02,8.361185506058341210e-02,6.663560339384527742e-02,-3.167055785642657051e-03,-7.817253064641452309e-02,9.445903222971372415e-01
1.263813625148276554e+00,-7.024876731370613414e-02,-5.516797095665246925e-03,1.231267386743570193e-03,1.660500325798671128e-01,-1.814660297829184116e-02,-7.024876731370613414e-02,1.256515965603906215e+00,7.810377785019517738e-02,1.469225651511716149e-02,-1.291858565473005260e-01,8.361603386609112176e-02,-5.516797095665246925e-03,7.810377785019517738e-02,1.224886501937582750e+00,4.289367656370737802e-02,-1.014006186286071087e-01,6.663672463297444504e-02,1.231267386743570193e-03,1.469225651511716149e-02,4.289367656370737802e-02,1.184027431168501954e+00,-4.335814214419854602e-03,-3.167565260204367392e-03,1.660500325798671128e-01,-1.291858565473005260e-01,-1.014006186286071087e-01,-4.335814214419854602e-03,1.097573574831216980e+00,-7.817706820617428831e-02,-1.814660297829184116e-02,8.361603386609112176e-02,6.663672463297444504e-02,-3.167565260204367392e-03,-7.817706820617428831e-02,9.445903222971372415e-01
1.263813625148276554e+00,-7.024960871766013082e-02,-5.516861560950259841e-03,1.230573789229722371e-03,1.660534519723346758e-01,-1.814806757092693457e-02,-7.024960871766013082e-02,1.256515965603906215e+00,7.810403242673584490e-02,1.469245689326616720e-02,-1.291874056062726761e-01,8.361983506802296573e-02,-5.516861560950259841e-03,7.810403242673584490e-02,1.224886501937582750e+00,4.289383250971389588e-02,-1.014018075525102147e-01,6.663773519729684902e-02,1.230573789229722371e-03,1.469245689326616720e-02,4.289383250971389588e-02,1.184027431168501954e+00,-4.334787961023501765e-03,-3.168017724264448297e-03,1.660534519723346758e-01,-1.291874056062726761e-01,-1.014018075525102147e-01,-4.334787961023501765e-03,1.097573574831216980e+00,-7.818120435215381026e-02,-1.814806757092693457e-02,8.361983506802296573e-02,6.663773519729684902e-02,-3.168017724264448297e-03,-7.818120435215381026e-02,9.445903222971372415e-01
